Performing Artist/ Talent Name,Stage Name (from Stages),DAY OF SHOW,Programming Time (from DOS),Soundcheck Time (from DOS),Set Time Start,Set Time End,Upload your Artist Press Photo,# Confirmed Greenrooms,Green Room Sched,Greenroom Start,Greenroom End
RODRIGUEZ JR.,WOOGIE,SUNDAY MAY 24TH,,,5:55 PM,7:55 PM,Rodriguez Jr. - 198.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/dKynLC-q_I2VlypOE1qpCg/jg4r0bf41xAbTN-QSQc3yndTvkKZ-uYRKrCgd_g1h-x-6JrrXWmLBU5vWpK4ftZfWsAKQVpdbXcccXN2tDculKkBH-6BJNwVAfMg63yTd3AEWX0BnhZncU04F559tfgyYBR4GlSiaG-59e8Fc4s1AFJnFy1XKnEn8lepqFe5NJY/39FQZ3ojY5jpNY6wGTOm9BNfDByYlRDvuyY0LJ6z8II),1.0,RODRIGUEZ JR.-Greenroom-Woogie 3,5/24/2026 5:00pm,5/24/2026 9:30pm
JAMIIE,WOOGIE,SUNDAY MAY 24TH,,,3:50 PM,5:50 PM,Screenshot 2026-05-12 at 13.51.28.png (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/mgeDOJu-AadonKGDWNb0Vg/oBpHzO0vKF8oJYjWEizycO7pXzkQNOtGryGk00S68b2CTe5K2axcZx6x1YZCxyPQ6wUUowQ-J5GQLsGwRZiBo-_PDuU2FfxaiavX8UAIVstFBLv9ssAIowUUcF1rrCfCEdcWLkdoNn8BBVE5G3thc-gSEKqeZaCa-kzv7cw8CiGaWGtI0SyVMqpJEP-eZdZ0/d85zA9H4hkp6Xna8pSnGFmyRb7RX5dQU4Sus_TAmTjc),1.0,JAMIIE-Greenroom-Woogie 1,5/24/2026 3:00pm,5/24/2026 7:30pm
SWEET LIKE CHOCOLATE,WOOGIE,SUNDAY MAY 24TH,,,1:55 PM,3:50 PM,RonnieLoyd-SLC-8 (1).jpg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/vLXInekI5FvoQIe73ovCJA/V2DKEUVGQfsYzLyMV1AyKtlePHqdw1onKGL_LvgzMwhjSXqgz-JTjnrjSW6nrNxw_fQ3jhMewToM-0mv1OjqwLhRkUPrLWWpNqaod_n8VI1cq8qMCW0isyPSDYucTJ0JQyqcoJFb-8t-OCZLMYob69SeWd6a8lk-u8gxfx4F7zE/-okdTXXK_uKPxxSXlOeELExt_JcMLwYwJk5oIuNeWLs),1.0,SWEET LIKE CHOCOLATE-Greenroom-Woogie 2,5/24/2026 1:00pm,5/24/2026 5:30pm
Ksenyeah (b2b Manguito),WOOGIE,THURSDAY MAY 21ST,,,1:30 PM,3:00 PM,030.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/YLqeXYaJpyM2UFYPvB15JQ/7CAhE9rS_TXNKTtNugMxxkEsD6BOhWbhxYUZwDBrF10dZCl3RwJteOVDNUMmDlblhGY3vAkS919FLuovo3rxriD199YBaqwnh9qvNVcsYiznvuZojyrG8cato-Gr6S4ouuG_KoS8a2KA6YmicfxXWvyUPanAP3Fvmn9hN-RH3D4/LXgJ45-lbqLsGfDVMdrv2PYD23H52twRd09gXalGu6E),1.0,Ksenyeah (b2b Manguito)-Greenroom-Woogie 3,5/21/2026 12:00pm,5/21/2026 5:00pm
Loud Flower,GRAND ARTIQUE,THURSDAY MAY 21ST,,,5:15 PM,6:30 PM,"IMG_0900.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/Ptik5EfE2rYtH49sNTiI2A/PYthAj8GyCIqBWdFalvx2ZiEUIXqvMz4YevDPaQuIJmqSZqkNLVcAQPPbOGJYy6gh688q2jkn9hsrLj-Qbp7hU_8437leUj_t-aiK0V4j280dgr4Bzyh0xeXHzM_cyDYO_KzO_aDY25PnG4EApq0Tqf8y_U_wkaSzwoHdknZVgs/2PFdJRDhL3tO-cgAOQFm-RcaHzoVT7f5-CZlVPRyVbc),IMG_2083.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/9FN61Er_F-5KfcOa7MaQZw/cYtECorlpcyBqzV7SMARd8Qu2j1GsKrkCO76gsCIyRt_EWyUm57hp8Fsm_pkmeoIOdOyKu8JWNAi0fTkKFpVP2u_vmFc3k8k4RapoFpm0cT_g7v8ZOzG-uTidYB7S8D9x3Nb-QdzrONShoDTtzOi6LBD-M-3Rr3w8WgyLosWHY/MZW8TuQZ_OJlufWPd5VGuqjYSbrR_dE9i1VBsxjO3lA),IMG_6368.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/qUpZwHudul7TF-Z41NHYOA/30ZHI2Pfbadp4Yghc3y0gzDaApt9qHsnsQK80cum51O1Go8dxlHaihi1zkJBT2wAXMo1-Ax-XinhxiDoAzVd2TV1475-6ecUZveI4T0Gp4wf6R2zbkxlctflxSe9WS1wJxafNAfOtBFb_447JJhBJ8VIrnGHuyPHupMWtXIzNoQ/ybvjHT4SP7outG19J8AV7w3UzUfAtQI6WN3CKrLVaAA)",,,,
Yemanjo & Irene Rosalia,GRAND ARTIQUE,THURSDAY MAY 21ST,,,7:00 PM,8:15 PM,Yemanjo & Irene-1.JPG (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/iCA6_grfKXrDuogZX1_UDQ/qKxB2H-szlMPnlw7kLxEoD_NRxkoS4a0Rn8GV9AZ3-kYrP2TcDTf0p_ktkaG36u7Wwr6Q41vdboOUdQ8GqiikNRtp6SHu3qB_VN8pJLs9BZdZuT8Y94ZPXYf6MrU38G_lddGwx4RBwGhnl0zAsKXv7aK5KSgNgUCDRwqH8HJFYU/BqDaEY2zKegg29yxlVytr-ycmDWc2EOd3dZKcP6tF3s),,,,
Elysian Moon,GRAND ARTIQUE,THURSDAY MAY 21ST,,,9:00 PM,10:15 PM,01_EM _flower meadow.png (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/uTcCRzLv7fXD6c5KxFOk3g/sGJdMfQrEbYZo2CbAqQfaPOvLh_bL4L0b33lmx8FuCXf3g1Au9xtpgoInNhS9kEJMm-glssn4nW3BTY1GSEylBoH8N10hswVmOnKM-v5MYiAVLsocz275WHYbt8G4ce0gYGrE6kIJ8TlSo7YkPaHkdxUpDov7c_jDwRscRBS2ik/O6iDv6M2j3ZUrZXuVCHWh-__8Yuv5cB98f-eA6jB5-c),,,,
Afrobeta,GRAND ARTIQUE,THURSDAY MAY 21ST,,,10:45 PM,12:00 AM,©Duque_Mendoza_DSC04807.png (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/IwLWPNqJ4k_KQu9_RM1i_Q/ugkq2vaw-5-i1EFF3YkDu3f3byJv9D8Aog-6aatg5iz1q0GHLWXg6sboJOoFF2bsAiGVtm1TlI5XyyAtmKpS9UxPKsMniPwQ0fnmN8skU-ErKsomb3lYEyZyEySbdh05lUaeS50YMzuIjT4dQIltDgEKA_bDD72SRf5zqUw9-bqonOZxnspC0EFfBCkCXI85/jBp_Gc0pB7PGxnTnP28rUPah3XML9L38fJDGSBX4ics),,,,
Moondog Matinee,GRAND ARTIQUE,THURSDAY MAY 21ST,,,12:45 AM,2:00 AM,IMG_8600.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/Hr3_FpWCdgk6Bo99_daGDA/AiJz6Fm5qPieG0SM6orgzGHI5_e2wmBMo0rO3DKq_C3VysPkV2xz9Q8SCgwmETCr3Yjh5fNaM4UKXgUJsLNd_hWnWyg2zjwZwbrYm057_FoeXgtEzRBT_h-FczEqmsREOol6qGe486Czu824H3QH7mmi0xzdBuDJJW93pNJ1iQY/Jfx0uIF9qcA1OllTZonU2F3pUffLakOKZdLMD81WjLU),,,,
Public Works Dept,GRAND ARTIQUE,FRIDAY MAY 22ND,,,1:30 PM,2:45 PM,FullSizeRender.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/sXzjXv5rVuIi6OHwjwk2fQ/t0UGSaxyp-BjyKmQ2gKHxJgRGTSFT0YpRbSM314MQMMttlTGQfL-a1lr6H8MucBj5W1apBEiSgVeS-8uLDCb2BxTH-cpPAcxmbQQM3kxPR4WisauxbWJJgKLhQDX-bUQmVKaT2b88KhKFa-M6ZpZGQ5BWsSEJhTdz1LXueqsfBk/6-exywl8mlVkHNL4LTPQUhrJfcXPK6RVMCq3wZ5ojUw),,,,
Lily Fangs,GRAND ARTIQUE,FRIDAY MAY 22ND,,,3:15 PM,4:30 PM,Lf X J Lib 1.JPG (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/MYg5ptvNrxiwj4o2r8A1-g/5GrFa2quZAZzl0e528CsFQd2Ycg8LMpp7FQLoB5aQstvWedgphwwwLm78vqTqBqWZasb29qOUvYfpe31rUtjOimtR6qCdAsTYlUECVKKAKUTsgwcDGNHSZsiOgN3gW3m8EkrPuIEULKoK0cXsbus0Hg01utPmM4NF4--zJq2Uu4/GylcKPfh-Gr5ftMSUMAX5DJltCGj55woIgtKd3jyJho),,,,
KIYOKA,GRAND ARTIQUE,SUNDAY MAY 24TH,,,8:25 PM,8:40 PM,IMG_3504.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/oVic0ijQyj3K9Stur1DklA/heueSCZc6qqmgCXU2oW-9bramz8wEiFhWWvWHigPyzAtvBJqahQ6fEwoyQtBkxDd4rcChTxKdPId0eAVxAwo_p83tdQKwtqQ_TdP_qJYUJd9YUtjBAUk66dxOaCTO6T0raFS3LvAfvdt7UXlLQa3SQXsDLgcIN4-kcUjtM5IdKk/2gfxjkuEmF_sIzT2gq9n6uvJNjFxDbZwKXaDdUbAxGQ),,,,
Roses Pawn Shop,GRAND ARTIQUE,FRIDAY MAY 22ND,,,5:15 PM,6:30 PM,RPS-0073--RT-JW-2.JPEG (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/sb8k0GqjrPSarIlc259zLQ/BXTk7w8qumIxpYs3D7JFVWcoESmNpryRSXWqVTgF7bgieJSEL_iQQd_aDhNPUhwhMk38rVYBWalEeyyYBGRglfPpvS-NmBa11M5yq9Fvl2s0tCfQchVGh4WThwIaOXAaCGhyZILn_QQn4bz6HnXZOineaS13zgH0Iq06IvTrwZs/H3ZKBE83FUbUBEcjlu7WTtyefNTEgHvc-pZf7cb9pto),,,,
Suika T,GRAND ARTIQUE,FRIDAY MAY 22ND,,,7:15 PM,8:30 PM,"_DSC0508-1.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/9JdgbSa00FGEEGj8ltLbQQ/TTkFoJNSkX_AYu5A_CAO2eZLpGEJVQ9cGfg1L1O-4377lr_QCr5E_6spquC_V6fPjzHxleBiCdyXb0rcmw4c1SM0U2jwL-AHnv4GHofl58zZFC7kGnuRiY1d6eaqL0CywXh7EDsa6ev3OqBattoJb3UCAQX4ujtVLB55j0Qk3wI/5fKnatZrreKFdxt4w8Yq92VdVt6oHRI23_oKM36tu94),Suika Bandmates .jpg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/5qr_m4sTmKIqZo9lSmMZZg/u_v4d8S67lfNtTgKZPpTjIQi7jtpYw57zFkIWw_2N4tFvQ72r28gIMI6C2fcK0iYyi9xE1WEqOHkd5vKyvQ55hdb-0IX2piqhnfz6AeOiQbJ_1g81EfdQB2PENXvkzO4Lx8EKjvh70xOldP0aH1eUQvUSW_Jirqrtt2O4NNbgV4/wNhJNob5UdKSBfBz5k4q-qw15LDaUUi8elBNdrcIKEI),LV.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/5K4DhArdTKOZtvDAQAagyw/6k3DN4X47E4D7GNpOG6Pn20E2cthrkhvCyGZ50QR_iwOvCE7VXDCV8uMcIxbl0M7oe3C5FYK9rCtGMEol-mod0K-jd7pkhKTlOOoKwu5ERTr9tTxt6P1poz4l6qY5kj5iYRSdrTA5_UnV4_wGHbgcg/lCikAkHOJC_EBJ6vDWditBUQKn0mZ7HZMd0Y93uxsSQ),Screenshot_20260406_030050_Instagram.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/RVuHiK-5Ii1k-kSab7Gucg/d1P2ZdhA_OtjQQIhlMy63LE8qQ_2jRinPO_SFx5ufl8M4GbnyE7AtM4FkyBztzBHlyLtEdPYDooGpk2E2JDmvGEZKR57ud-5bmRch2jUloTIwsPWoEnW939bEMRkn4cNGoWVKEV7qwJEmJJsxfDYNHJFaiKIWQhT9ImVZAUlb62UvP7R-_W8Vq7yg0wET0kc/M7hneUebYeu0Upk_7mqlZcCmBtC4TEoFGSR_QAg-p-8),SUIKA T & BAND GROUP PIC (1).jpg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/MKJrELcWS5CdenEax8jHjw/14n6qf2FLbYDbzdqvsh25XpYtxWIfkUIjo380OL2RWHnw_dJLudWOUv5aH9OB36R-P6fHIvPBz4fhEwk7dh53ptg9qXa4wP1zbm0biGF0VL33K59i_eNY7QRkSYt25IJ7MadOQYHXDrtZLy94tsqgG3lmnoRFTrt8cQGpl-Sh_Y/UqePKKJKdQzSWepffKlIb1qxHcIGppXHQ0S-SJ5nQfY)",,,,
Logie,GRAND ARTIQUE,FRIDAY MAY 22ND,,,9:00 PM,10:15 PM,F1781D76-338C-4562-AFA8-2B110EDECE08_1_105_c.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/yO98oX9U4LaRpoHtPZzFTA/vkeVFtLlN9wRZ_TRS6PO7ymKf__Fam1hUAeE2HrkcrdkrQeOtbD-E0C59MGlkH-4Z1j_QbulNmlYInkt2Zeeed1YVlev5p2pkZtZ1j3f26q2jZJmdgCOOPEVRBrltJLN8mznN7fzAcX4nvJa8XgKcTX-8CgDOitqTwPoT91rqxIURgH3jl40HNAHGRQRFmzmzxFGf5hpx-QBL6UWLhw4lQ/YRXGyvNqgNPIvv2ETDaAzablt0hydnZFb9VZdhwEgLI),,,,
Sacredsouldier,GRAND ARTIQUE,FRIDAY MAY 22ND,,,1:15 AM,2:30 AM,IMG_3742.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/dkZCpq_EfVMHBasPahZEKw/t78ekayH4dAF35FWw6_Up2p9I-jlHeMwnnr0EgqUrETPU-Ov8UvCyRCnW3UiMyl7eIp__pqw8AOi_XHF4KPDZtbxkSkD5lx4PyV8zx4TIHt0k5srOBGu29eTS2nwUKKPGLqwIayT23OafKV7Ac9aZNXsUUD2bbfr6gQjoetPXCw/oy1CPvcbr4CnD1eT8DSkuud4x1PsNoOFEgjaaiKAz3s),,,,
Paperwater,GRAND ARTIQUE,FRIDAY MAY 22ND,,,2:30 AM,4:00 AM,IMG_7719.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/1AwksgT12n3pC5j07vMJIQ/4AvBgE8rbRY8k3kDH4KlCRinoC4aVoC0WEY2WGsJYh9DpPhXHS971kE3-8hKZdmhYR8pcMcY4zWdlfI7T0j7yOj80W-mngCZ9qF7CHAT5WaX1PYyhBTs_kBTbTlRT22Jp1SMUXQ9WyIaAzFIIhpBHD337jvkL9rWdbVMksbgu0w/I1mlgjWjh_ap0Z5pg33L7-wEtFpefLz27Q-IxwYkM3Q),,,,
Fanny Lynn Federoff,GRAND ARTIQUE,SATURDAY MAY 23RD,,,1:00 PM,2:00 PM,IMG_8001.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/Z2OS-Q0gpgQPWwPvMpXyBQ/M76-qJROKPhCiP0viGRCxVaPk-C_rmHaVQH4UGlxWAJZlJRWAYvfooibr0XuPHwVbMh0kFUtaVyQggGoVfg3iovub6E74yufUeuCt-pFf5tAzYc9LbX1VSXxHuf1HwDAHZbX3zJzsr8RMq50wzJ7nbs2K7FpGhaFLTQBWWztW0E/3raw7meRQ-o3koWHNAH1U3DUPH9fFZCbi2IdxuTEXio),,,,
The Wandering Menstruals,GRAND ARTIQUE,SUNDAY MAY 24TH,,,1:00 PM,2:15 PM,Untitled design.png (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/6kb7Q6UZ1CrEOPuZQ8gSEw/znElKDB_Wsw5zNtV4gPK4EczAEx5jc0w3r8YaajVpIKPOfP-HaQm7qkI5ZH4Pd26To8WXwjEU81Op-JJo6bOkOXOWwCIdkCfHN5Dg6Ne3dC1fHdMLOIGZaH3ss7ZCpWiNLL5Tobv55QxSEBJs6Vr1T4aLEt8oERLscys_GUS08k/vJSswDVRhAIheq3mxbAz2mIwOsKu8Lc5MKR2ZNOcjp8),,,,
Global Brunch with Danni G,GRAND ARTIQUE,SATURDAY MAY 23RD,,,3:00 PM,5:00 PM,danni G.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/wXeyyUf77GfPpotrKPlUCg/ZNCvgeGQoLnDvu_aodo4W7XIix5Kt8hAmYfz2T6-Mdm7MTLagY9kPs6_jdkVxbFVJaXb_B5Pk3lKqRL3K2YmANQjTjHAvJAMjAuBI7SuGc_-cpZblFplFm1kLnCiJHQFq9c9N_bEM-lE_fA1k3FMk-5NsRGoRuNAb-dltDDxndY/Dx8XcC4xCRz4DuCbpR-HPj0XwavtUQwrM4OpvJuWts0),,,,
Anna Ash,GRAND ARTIQUE,SATURDAY MAY 23RD,,,6:15 PM,7:30 PM,press 1 (Mikael Kennedy).jpg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/pR5GxFv6mKCcMdENf7Iq8g/91g6wxYl1Dsu8vQifaekY84ESk3yrTPuGTWzXiZkRUnWbPr7CrQOp2aaTBn6-ZDmTlUp0kPbpbJVhrFHs6k9yr_cz71jQGFUBmieI5Zno5MDDSxvx0KqYAIl1LFj7v7l8UK6qSKYEvBLAxQNp_9XBudOkkv49wzSvJfcQbfgSGE/ZOu25_VgYp1IcFJD54luygEstCZKkFU9N90yz1ZJPSM),,,,
Tone Ranger,GRAND ARTIQUE,SATURDAY MAY 23RD,,,8:00 PM,9:15 PM,Tone Ranger Photo.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/dI7zLCMPDUprB5R3JL3jdw/uCc9mODjMZkuYyetEsMNIqQ_mgdGX76I5IbJgnxuByXmbP-1ONyGazeE0yQSM1m5DjlUncdg1ZdBWtVe9yeYadfgJrH7V9tnPABm20zIbtPRJFlJvEc35S9vQO3RjP2ariag5gVtE4in3kcEIDezDzF6U6hL7xE0EnLrtn74hKU/0enRzXfe34odjUWpdaGZSi6bP3IURz7R9iBIagC-Jc8),,,,
THE VOYAGER by BRITTANY QUIDANG,GRAND ARTIQUE,SATURDAY MAY 23RD,,,9:45 PM,10:15 PM,493731008_29569755099304609_2768803882719080679_n.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/nN4czeQ035upevr1BhkQOg/31ZiAYDVk9_sQkeEHHYHIaPV_ueaH_RpqOtchq3F4_RlHQnBZ1TuXrvte1dklSa1xdIIcSbuVFVf8oGZeTVIN79a4WG5yges3_b0fROteiBJvGhPojhT7PTPH4txtRQqQMJf6HeGqmapalQUOxKFn9rr6PgmNcdDVBnjZiY3HuiQA2IvGdXcaxRFRArRkIt8P-Kfz98Iyg2FMT2sZBUmYA/S7uwi-X7Jp4CjNO75xmDchHzFcrk9WhqXmJNvqt-EHE),,,,
Kaipora,GRAND ARTIQUE,SATURDAY MAY 23RD,,,10:45 PM,12:00 AM,Kaipora Photo.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/fNQamswXrR5aqLhTmWvNtA/uGmAtk6eSin4U2uyRv34APT8tlRFMrIcjs4ioinPUY6IhhubzrPVguhWM3T4hEip5moA2fobD4PfP3bD0r7TAah_Y8BmE34uqx6i7NViSBudLbduS089B18AVwfOOglKvHNpuUs6pg7LNZHg80IJi62w07lb54aYfat94_P7b_4/m8v9omA3FQpjLP4WM739EgWq1F7OkjzXjPu73Kfjw6w),,,,
Maria Tambien,GRAND ARTIQUE,SATURDAY MAY 23RD,,,1:20 AM,2:35 AM,LIB-5433.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/8pYyuXjCc1W0rOt26M1fPA/veau6vgsBlufgiqgoY2_SvFYIFYVRuiX-Ftm65vu8IIfI62x9AR6VSahQA-SkYJqGHpgt6xokrYZKjluFewxsAX-5_WNxjH9haplb1Y7BGxc57t1cA8RSHZsbiI_xSYnJdN1XQS2ne1cZ2AjkBeYoV-EUbKD0dLo6UEh3fps7OQ/Ha16FxAla9yAzpFM0R7JqapFqD-uOuPP1FsC5G94tzI),,,,
Devyn Brinsfield,GRAND ARTIQUE,SUNDAY MAY 24TH,,,3:15 PM,4:30 PM,IMG_8482.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/OACHWZpljWoJG22Pax3Lvw/PqRYWMPQ6Ze1G8ccsFeSb-1wxsx16YRWLmyurtIixuT5rTF0gyF0giqXh9UjAvb7hFGSRiI3tQCFzlQIeI5fd_nrvbwLuhoUMSyxlh4qNGtkqgOlJKKNg2Q4Vi9yHIoRKOrZ_Hcbg6k7ekNSlJCjx85sffLnN-EZIrJw7XhLXa8/1zn2b2XsNDfGJ6POBlfC3qPi--hGwSieftXUHQXINIs),,,,
Magulo,GRAND ARTIQUE,SUNDAY MAY 24TH,,,7:00 PM,8:15 PM,Band Shot V.2.JPG (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/TEDXTBxNbi5PdfIRGMQ31Q/2HqqSi5yT9jmM6jAK5R2wqTO4R9VOu6eSWeMmgLiVFaWnEX0nPr1C1j5f8Lznuo7jxob8UVnybVMeSGmqrKRJq_87IG31gY6mgS9jMi1d3PcJZmqCGJOrXhp04iySS3MLuVCfRTWGoYssPYFRkkeYqCXcxQIC-RIV5cMb_dAeIA/8jeXosEQOarYhDXvat4AqY4Tk2KENrNFT1sk2kOd4UA),,,,
King Bubble,GRAND ARTIQUE,SUNDAY MAY 24TH,,,8:45 PM,10:00 PM,_SX29867.JPG (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/suL8YBEdOvpDa3s7ZVOVDw/rSxj5Ti4OavePb3G-GkZ3ZykPf3KX22eYuuZWsMNjiJlCXh4ciOdmGCUfwwZUSm2PzizmlgyI7KRvIkAyneXMSx7cJEjmS2nkiZXOJ9M1n-ZjwjwPZEK_ivUxkk-gN-7YbK7aGFJC4UgbDzAwBlF9-_dkxPdUwiWvxISOe5Tz30/JfoptL9Rpn88YKBPUiL4h8inLKwJrFLj42YB_-VqsyM),,,,
Plexus Play,GRAND ARTIQUE,SUNDAY MAY 24TH,,,10:30 PM,11:45 PM,Plexusplay Headshot Mallets.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/ovTKDQer5Fml1k_efQpQww/ZshjLWaa6cFoUS9bo8N0drK1bge_qMsWfKRU2G6gnZuDSw1wyOh8kj31Sm6pUtWtjQtyK1wYsIWkVxMgYQ76UwJarYtYsmQLYYKlP21K7HXpFinQvf-S_Pjq8-wNx5YpIAp7KV1RdAF7imX9mYlt91UrF-PmIIvZm1lbS8l_q1VFjFpby6kejXaA4FD0QWk-/Xn2gHVcHTD0RnY1CAYDNaJOTYXXR8iy2DRpaj8fh190),,,,
Henry Pope,GRAND ARTIQUE,SUNDAY MAY 24TH,,,1:20 AM,2:35 AM,"Screenshot 2026-05-08 at 7.41.18 PM.png (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/_Z97i_eUnBFJ6-y4oJjFBg/x8XcT7Pp0-QfUJpNBemNfjgra1naoEo4e1PdHPeDZ9x0ZkiWUyAmvza-zw3OHdoK7Hokaj-u903YLcz1Fa8rMPTzdcdn9I2PPuP_NAUi2_SLRLcS-8UKg70IdY4EWO5560xBBwptSwqOklkHh97Zr5OSozwjHkm7opQ3eIETW5PWG3fYf-KHTJToX6xu7LOk/iJCJzj5dGgCr4EC1945Bj9vBdN_t7uyU0qXgU-5W3GE),Screenshot 2026-05-08 at 7.40.58 PM.png (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/AXqrrWBNzrFKBcTNes1zWw/YvAqmXAwA--_pPOSNfKR1vFwbkjL-5yI0xVTs2tCTqNamxMBNy03PQ8N3WUaI9EJmZLSBoQ-qcVArtDy6A1ACqoPkLhlU8_KRdnhyH0BV9XgEvAiuKJco3vHFJFJPT2OJz4AUkLknqctzfX_dKwlnEf0yIBCY8CutjR4wAAzXbd_tJPWMRG6FWguCcK8bV4L/sAIrzSYkyY938GtkVIYeZRcczgmw7FEq8xKmgts05rA),Screenshot 2026-05-08 at 7.40.31 PM.png (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/aeCsdFmi68rzxsXuR9l97Q/XLyDHHwMV7YZ0FV4TunB-glGhIaUHPESrewgllLOKHPD2qEGHcbMDjiZ7bWRrO7ty4DvNCEOEUt-sfG3Qwlc6Fzw1P77Wg900zaiAxAzaqp5Tph8A9QbxujGRsygLmAp5q_yk_YX9uhXVTQsvBa58ekWEuFcbN8utZzrI_eCMzAwPOG8QavlZwDUqXCU5WVw/4Jcm2N3l1VWvx_3L3uf1yi3GlOU8u9PxP3LQAciyh60),WhatsApp Image 2026-05-08 at 19.39.28.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/q1x50M0YwRd0NMOWQX0apA/WlCDhgQVFqSuCcTYCkDjM3IVqGdFMFS-DtOgfKehqSw6f1hodGdZ8C5D8tCjRgMjpKk3DI3BHL0KFqsVA7bK6gr_-fuafPO-8o69XuLKUpr7Z6xSTLQPOvg4sFj0tts2E7VlnEAUYJ_5J4inpUYJBHUxYKtkpftrnkU4yw9BNk_QyOAZBaNrN6fQPcELVxq2/4MCMJFZEzrnLn9SJ3-TGM24gmu6Tly39Rm5npOLsRq0),HP Hires-17.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/dSZHUucyFrDpmG9FKKH1hQ/r0YSlQnboLrXRL46g7ngCCToTdWUDM8hEJ4gs1KcnRkh6xT6BUfaakTDQvVKo5iu1e44q2JZh99v6z8spZw5b1DIysqhviAkIoBhFABYxvwakOPSqP4QCSlYCQvPBenZXej5r_Zur6MKgFX_9sV_OV4t8VcVoxfTjSGRxCr42xo/DpgrJ3B4UfagyHcH8hvZJmnpsNYJA89HPLnF-qZxgW0)",,,,
Red Giant Project,GRAND ARTIQUE,SUNDAY MAY 24TH,,,2:45 AM,4:00 AM,RGP.BMGR.2023.selects-24.jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/hIhZRIhZMaRzIFGtHyng9g/EizeuUu48cId4qKRNlLNsOS5-2YYOmESp0_z-QdtTYfEOUgtO3o0q3plq70uwS_ppHPksUb0la84M8QS2epjD3pTzStNKb1AK3hmjdGHV18IxZ-3MMhI2cEaqRRjQTOtVnA0cGJ1sbGdOLQJapnHMAz8NJP4h2hlfw2CKvY8JRWpKKzE4SD3w0jih4iZa__U/YRnL4hpqWY5EshcP7zmYaZ14ovl1VdzE1FprSX934wE),,,,
Brunch Life & Friends,GRAND ARTIQUE,FRIDAY MAY 22ND,,,11:30 PM,12:45 PM,Dollhouse group .jpeg (https://v5.airtableusercontent.com/v3/u/53/53/1779400800000/VQ9CghY2Sv6IKBmK8jStgA/yVwLA-MXSPysYhX4wI-mhe9wpn9eaSjoxA5v4jV96XQck59qWM8JOy2fReOmBr3dWAw4z-V4PuCYAWRZ5We24CHmLp4X4qQQb1m_LT8czUjbJ0xufqcnaKekZQ2nVHd2hDBPdooSuf8pFSO0i72qKlYvnzR9upTaoF7TZVRtar0/ayJiXZjxT0MI8zbywJVy8Ny6vZj39gzurz__GFPiIG8),,,,
